Predicted_Tags,True_Tags,Local_Recall
php,php,1.0
sql-server/sql,sql-server-2005/tsql/database-design,0.0
django/python,django,1.0
c#,python,0.0
iphone/macos,iphone,1.0
javascript/html,javascript,1.0
c#,iis,0.0
c#/.net,ruby-on-rails/ruby,0.0
html/css,css,1.0
c#/.net,java/user-interface,0.0
javascript,javascript,1.0
linq/linq-to-sql/.net/c#,linq,1.0
javascript/asp.net,javascript,1.0
iphone,iphone,1.0
c#/.net,c#/.net,1.0
sql-server/database/sql-server-2005,sql-server,1.0
oracle/vb.net/database,sql-server/oracle,0.5
c#,.net,0.0
java,java,1.0
regex/c#,.net/regex,0.5
arrays/c#,php/arrays,0.5
c++,cocoa,0.0
email/php,php/email,1.0
.net/c#,.net,1.0
excel/c#,excel,1.0
mysql/php/sql/database,php,1.0
debugging/.net,exception,0.0
c#,c#,1.0
asp.net/c#,c#/asp.net,1.0
c#,ruby-on-rails/ruby,0.0
wpf/data-binding/c#,wpf,1.0
java,web-services,0.0
jquery/ajax,jquery/ajax,1.0
java,java/security,0.5
c#,php,0.0
ruby-on-rails,ruby-on-rails,1.0
asp.net,oop,0.0
c++/string,c++,1.0
.net/ruby,python/ruby/perl/winapi/windows,0.2
c/c++,c,1.0
iphone/cocoa-touch/objective-c,iphone,1.0
.net,.net,1.0
wpf/c#/.net,c#/wpf,1.0
php/mysql,php/mysql,1.0
javascript,javascript/flash,0.5
linux/c++,linux,1.0
java,java/performance,0.5
wpf/data-binding,wpf,1.0
iphone,iphone,1.0
php,ruby-on-rails/ruby,0.0
c#,iphone,0.0
c++,c++,1.0
mysql/php,mysql,1.0
java,java,1.0
eclipse/java,java/eclipse,1.0
python,python,1.0
jquery/javascript,jquery,1.0
c#,django,0.0
c#,java,0.0
c#,windows,0.0
python/html,python,1.0
php,php/xml/apache,0.3333333333333333
jquery,javascript/jquery,0.5
asp.net,.net,0.0
objective-c/iphone,objective-c/arrays/string,0.3333333333333333
javascript/asp.net-mvc,asp.net-mvc/ajax,0.5
javascript/jquery/asp.net/ajax,jquery,1.0
jquery/css/javascript/html,jquery,1.0
database/sql,database,1.0
xml/c#,c#/xml,1.0
java,sql-server,0.0
asp.net-mvc/asp.net/c#,asp.net-mvc,1.0
.net/c#,windows/user-interface/winapi,0.0
c#,c#/visual-studio-2008/web-services,0.3333333333333333
iphone/cocoa-touch,iphone,1.0
java/c#,java,1.0
c#/.net,winforms,0.0
c#,image,0.0
c#,ruby,0.0
mysql/php,mysql,1.0
c#/c++,c#,1.0
linq-to-sql/c#/linq,linq/unit-testing,0.5
wpf/data-binding,wpf,1.0
c#/.net,c#,1.0
eclipse/svn,eclipse,1.0
visual-studio-2008/c#/visual-studio,visual-c++,0.0
asp.net/c#,asp.net,1.0
.net/c#,c#/oop,0.5
c#,html/css,0.0
ajax/java,ajax,1.0
jquery/javascript,jquery,1.0
jquery/javascript,javascript/jquery,1.0
vb.net/c#/.net,vb.net,1.0
nhibernate/.net/c#,c#/oracle/nhibernate,0.6666666666666666
nhibernate/c#,nhibernate,1.0
silverlight,silverlight,1.0
linq/c#/linq-to-sql/sql,linq-to-sql,1.0
c#/.net/winforms,c#/winforms/debugging,0.6666666666666666
c#,python,0.0
xml/php,php,1.0
python,python,1.0
c#,c#,1.0
jquery/asp.net-mvc/asp.net,jquery/asp.net-mvc,1.0
c#/.net,c#/.net/wcf,0.6666666666666666
c#,windows,0.0
eclipse,eclipse,1.0
c#/.net/asp.net-mvc,c#/asp.net-mvc,1.0
eclipse/css,eclipse,1.0
php,php,1.0
sql-server,c#/.net/events,0.0
sql/sql-server,sql,1.0
c#,php,0.0
javascript,javascript/string,0.5
sql/c#,c#/.net/oop/string,0.25
c#/.net,.net,1.0
jquery/image,javascript/jquery/image,0.6666666666666666
firefox/internet-explorer,firefox,1.0
c#,java,0.0
css/html,html/css/internet-explorer,0.6666666666666666
.net/c#,c#,1.0
java,java,1.0
wpf,c#/.net/wpf,0.3333333333333333
ruby/bash,ruby/bash,1.0
c#/windows/.net,c#/c++,0.5
c++/c,c++,1.0
linq/c#/.net,c#/linq,1.0
c#/c++,actionscript-3/flex,0.0
wpf/c#,c#,1.0
linux/security,security,1.0
mysql/php,php/mysql,1.0
c#/exception/.net,c#,1.0
python/c#,python,1.0
c#,c#,1.0
c#,objective-c,0.0
java,c#/java/algorithm,0.3333333333333333
java/regex,java/regex,1.0
eclipse/java,eclipse,1.0
java,java,1.0
ajax,database/ajax/performance,0.3333333333333333
javascript,c#/asp.net/javascript/.net-3.5,0.25
.net,java,0.0
java/hibernate,java/hibernate,1.0
c#/.net,c#,1.0
wpf/data-binding/c#,wpf,1.0
c#/.net/visual-studio,c#,1.0
asp.net/javascript/c#,asp.net,1.0
sql-server/sql,sql-server/sql-server-2005,0.5
asp.net/c#,http,0.0
jquery/javascript,javascript/jquery,1.0
jquery/javascript/asp.net,jquery,1.0
apache/java,apache,1.0
python,python/string,0.5
sql/sql-server/database,sql,1.0
wpf/data-binding/silverlight/c#,wpf,1.0
mysql/php,sql/mysql,0.5
c#,javascript,0.0
wpf/c#,wpf,1.0
c#,linux,0.0
python/bash,python/bash,1.0
.net/c#/vb.net,sql-server-2005,0.0
javascript/silverlight,javascript/silverlight,1.0
wpf/c#/windows/.net,c#/wpf,1.0
sql,sql,1.0
asp.net/asp.net-mvc/c#,asp.net,1.0
java/xml/apache,xml,1.0
java/c#,java,1.0
c#,tsql,0.0
c#,c#,1.0
c#/.net,c#,1.0
sql-server,sql-server,1.0
c#,ruby-on-rails/ruby,0.0
c++/c,c,1.0
excel/c#,c#/excel,1.0
vb.net,vb.net/linq,0.5
c#/linq,c#/linq/entity-framework,0.6666666666666666
c++,c++,1.0
iphone,iphone/objective-c,0.5
jquery/javascript,javascript/jquery,1.0
ajax/asp.net-mvc/asp.net,asp.net-mvc,1.0
css/jquery/html/javascript,jquery/html,1.0
visual-studio/debugging/visual-studio-2008/.net/c#,unit-testing/debugging,0.5
.net/c#,wcf,0.0
iphone,iphone,1.0
c#,flash,0.0
oop/javascript,javascript/oop,1.0
c#,c#,1.0
iphone,iphone/objective-c/sockets,0.3333333333333333
winforms/c#/.net/forms,c#/winforms,1.0
internet-explorer/firefox/html,html/css,0.5
c#,c++,0.0
vb.net/c#,c#,1.0
javascript,javascript/mysql/html,0.3333333333333333
.net/c#,c#/iis,0.5
c++,c++,1.0
windows/.net/c#,java,0.0
algorithm,algorithm,1.0
c#/winforms/.net,.net/winforms,1.0
ruby,ruby,1.0
silverlight,silverlight/data-binding,0.5
c#/winforms/.net,c#/.net/winforms,1.0
c#,wpf/silverlight,0.0
sql/sql-server,sql-server/sql-server-2005/validation,0.3333333333333333
javascript,javascript/firefox,0.5
sql-server/sql/c#,c#/.net,0.5
nhibernate/.net/c#,nhibernate,1.0
c#,c#/.net,0.5
c#/.net,c#/.net/web-services,0.6666666666666666
wpf/data-binding/c#/.net,wpf,1.0
c#,c++/c,0.0
linux,c,0.0
sql-server/c#/sql,sql-server,1.0
c,c,1.0
asp.net-mvc/c#/.net,asp.net-mvc,1.0
ruby/c++,ruby,1.0
html,html,1.0
ajax,ajax,1.0
c#,sql/mysql,0.0
java,java/unix,0.5
c#,c#/.net,0.5
c#/c++/parsing/c,c++,1.0
c#/java,visual-studio/regex,0.0
c#/winforms/.net,c#/vb.net,0.5
wpf/data-binding,c#/wpf/data-binding,0.6666666666666666
c#/.net,c#/.net,1.0
c#/.net,c#/generics/events,0.3333333333333333
c#,asp.net/visual-studio,0.0
c#,css/user-interface,0.0
c#/c++,c++,1.0
asp.net/c#,asp.net,1.0
sql/sql-server/database/ms-access/database-design,sql/mysql,0.5
java/hibernate,java/hibernate,1.0
debugging/.net/visual-studio-2008/visual-studio/vb.net,vb.net/visual-studio/visual-studio-2008,1.0
c#,ruby/regex,0.0
mysql/sql/database/php,mysql/sql,1.0
c#,java,0.0
asp.net-mvc/c#/asp.net,asp.net-mvc,1.0
asp.net-mvc/c#,c#/asp.net-mvc,1.0
java,java/multithreading,0.5
c#/asp.net/.net,c#,1.0
.net/c#/winforms,c#/.net,1.0
asp.net-mvc/validation/asp.net,asp.net-mvc,1.0
sql-server/sql/tsql,sql-server/tsql,1.0
iphone/visual-c++,iphone/cocoa-touch,0.5
c#,design-patterns,0.0
sql-server/sql,sql-server/tsql,0.5
.net/c#,exception,0.0
php/xml,php/xml,1.0
c#,flash/actionscript-3,0.0
c#/.net,c#/.net,1.0
xml/c#/.net,xml,1.0
java,java,1.0
sql-server/database,sql-server,1.0
c#,sql/hibernate,0.0
c#/.net/asp.net,forms,0.0
c++/c,c#/.net,0.0
css/html,css/html,1.0
linq/linq-to-sql/sql/c#,sql/linq,1.0
security/c#,java,0.0
svn/version-control,svn,1.0
c#,php,0.0
mysql/database/sql,php/mysql,0.5
sql/sql-server,sql-server/tsql,0.5
.net/c#,vb.net/events,0.0
iphone/cocoa-touch,iphone/objective-c,0.5
c#/c++/.net,c++,1.0
windows/.net/c#,.net,1.0
java/image/css/asp.net,css,1.0
c#,python,0.0
javascript/asp.net,javascript,1.0
c#,c#,1.0
c#/c++/.net,c++/visual-studio-2008,0.5
asp.net/c#,c#/asp.net,1.0
django/python,django,1.0
flash/flex/actionscript-3/javascript,flash/firefox,0.5
delphi,c#/delphi,0.5
php,php,1.0
c#/wpf/.net,c#/.net,1.0
c#/.net,visual-studio-2008/unit-testing,0.0
django/python,django,1.0
asp.net/javascript/html,ajax/security,0.0
javascript,javascript/html,0.5
database/c#,database,1.0
c++/c,c++,1.0
iphone/cocoa-touch/objective-c,iphone,1.0
php,mysql,0.0
ruby-on-rails/ruby/iphone,ruby-on-rails,1.0
java,java/sql,0.5
sql-server/sql/sql-server-2005/tsql,sql/sql-server/sql-server-2005,1.0
c#/.net,.net/debugging,0.5
nhibernate,nhibernate,1.0
c#,security/http,0.0
linq/c#/linq-to-sql/.net,c#/linq/linq-to-sql,1.0
c#,c#,1.0
wpf/data-binding/c#,wpf,1.0
c#,database/delphi,0.0
c#,c#,1.0
asp.net/javascript,asp.net,1.0
xml/c#/.net,c#/xml/wcf,0.6666666666666666
c#,sharepoint,0.0
javascript/jquery,javascript/jquery,1.0
c#/.net,c#/reflection,0.5
c#/.net,c++,0.0
python,python,1.0
excel,c#/excel,0.5
version-control/svn,svn/version-control,1.0
sql/sql-server,sql/sql-server,1.0
c#,svn/version-control,0.0
wpf,wpf,1.0
windows/ruby,ruby-on-rails/windows/ruby,0.6666666666666666
c#/asp.net/.net,asp.net,1.0
python/string,python,1.0
c#/.net,c#/.net,1.0
c#/.net,perl,0.0
python,python/database,0.5
c#/.net,c#/.net/nhibernate/.net-3.5,0.5
c++/c#/c,c++,1.0
c#/.net,c#/.net/file,0.6666666666666666
python/windows,python,1.0
cocoa-touch/iphone/objective-c,cocoa-touch,1.0
asp.net/c#,c#/asp.net/iis,0.6666666666666666
c#/.net,c#/multithreading,0.5
sql-server/sql,entity-framework/sql-server-2005/.net-3.5,0.0
c#/algorithm,algorithm,1.0
javascript,javascript/debugging/firefox,0.3333333333333333
oracle/database/sql,database/database-design,0.5
c#/.net,c#,1.0
wpf/c#,wpf/data-binding,0.5
iphone,iphone/cocoa-touch,0.5
iphone,objective-c/iphone/cocoa-touch,0.3333333333333333
javascript/c#/winapi,javascript/windows,0.5
visual-studio/asp.net/visual-studio-2008/c#,asp.net/visual-studio,1.0
c#,c++,0.0
javascript,javascript/html,0.5
database/sql-server/sql/database-design,sql/sql-server/database/performance,0.75
c#/.net,c#,1.0
javascript,javascript,1.0
c#,c#/.net,0.5
validation/php,php/validation,1.0
validation/asp.net-mvc,asp.net-mvc/validation,1.0
c++,objective-c,0.0
.net/c#/visual-studio/c++,visual-studio-2008,0.0
c#,ms-access,0.0
wcf/excel,wcf/web-services/excel,0.6666666666666666
javascript/asp.net/html/firefox,asp.net/javascript,1.0
c#/linq/.net,c#,1.0
python,python/c/windows,0.3333333333333333
c#/reflection,c#/.net/reflection,0.6666666666666666
python,python,1.0
debugging/windows/visual-studio/.net/c++,c++/windows/debugging,1.0
iphone,c++/iphone/c,0.3333333333333333
java,java,1.0
asp.net-mvc/html/javascript,asp.net-mvc,1.0
java,user-interface,0.0
c#,windows/regex,0.0
c#/.net,sharepoint,0.0
c#,javascript/html/css,0.0
c#,java,0.0
c#,c#/parsing,0.5
delphi,delphi,1.0
c#,sql-server,0.0
php,php/optimization,0.5
css/php/html,php/regex,0.5
c#/.net,.net,1.0
ruby,ruby-on-rails/ruby,0.5
c#/ruby-on-rails,ruby-on-rails/ruby,0.5
c#,unix,0.0
c#/windows,windows,1.0
linq/c#/linq-to-sql,wpf/linq,0.5
c#,ruby-on-rails,0.0
c#,flash/actionscript-3,0.0
c#,c#/wpf,0.5
asp.net-mvc/vb.net/c#,asp.net-mvc/vb.net,1.0
jquery/css/html/javascript,jquery/html/css,1.0
c#,version-control,0.0
c#/.net,c#/unit-testing,0.5
wpf/c#,wpf/data-binding,0.5
java/regex/parsing,java/regex,1.0
javascript,asp.net/javascript,0.5
c#,c#,1.0
security,asp.net,0.0
ajax/javascript,javascript/ajax,1.0
asp.net-mvc/python/django,asp.net-mvc/django,1.0
c#/.net/winforms/generics,c#/generics,1.0
.net/c++/c#,.net,1.0
wpf/.net/c#,c#/wpf,1.0
c#,c#/linq,0.5
unit-testing/java,unit-testing,1.0
ajax/jquery/javascript/internet-explorer,asp.net/jquery/ajax/internet-explorer,0.75
asp.net-mvc/linq/c#/.net,asp.net/asp.net-mvc/linq/entity-framework,0.5
css/html,html/css,1.0
iphone,iphone/objective-c,0.5
c#/.net/sql,c#/.net,1.0
c/c++,c,1.0
java,java,1.0
c++/windows,c++/visual-studio-2008/debugging,0.3333333333333333
sql,sql,1.0
asp.net,c#/asp.net,0.5
python,python,1.0
mysql/php/sql/xml,php/mysql/xml,1.0
c#,winapi,0.0
xml/html,xml,1.0
database/sql-server/sql,sql/sql-server,1.0
java/javascript,java/javascript,1.0
perl/web-services/asp.net,perl,1.0
c#,image,0.0
.net/excel/vb.net,asp.net/vb.net/excel,0.6666666666666666
iphone/objective-c/cocoa-touch,unit-testing,0.0
javascript/jquery,javascript/jquery,1.0
wpf/c#/.net,wpf,1.0
c#/regex/.net/php,regex,1.0
asp.net/c#,asp.net,1.0
wpf/data-binding/c#/.net,wpf,1.0
regex/c#,c#/regex/string,0.6666666666666666
php,php/database,0.5
c#,reporting-services,0.0
asp.net/sql-server,asp.net/sql/security/reporting-services,0.25
ruby-on-rails/ruby,ruby-on-rails,1.0
mysql/database,mysql/debugging,0.5
python/xml,python,1.0
c#,wpf,0.0
cocoa,cocoa,1.0
django/python,mysql/django,0.5
java,java,1.0
eclipse/java,eclipse,1.0
sql/sql-server,sql,1.0
image,jquery,0.0
winapi/c#,c#/wpf/winapi,0.6666666666666666
c#/multithreading,c#/winforms/multithreading,0.6666666666666666
perl/python/ruby/windows,python/ruby/perl/winapi,0.75
c#,flex/flash/actionscript-3,0.0
php,php/file,0.5
mysql,mysql,1.0
c#,excel,0.0
asp.net/c#/.net/email,asp.net,1.0
ruby-on-rails/apache,ruby-on-rails/apache,1.0
wpf/data-binding/c#,wpf/data-binding,1.0
c#,oracle,0.0
asp.net/vb.net/.net,asp.net/vb.net/data-binding,0.6666666666666666
c++/c#,c++/performance,0.5
windows/.net/c#,c#/web-services,0.5
c#,iphone,0.0
ruby-on-rails/email,ruby-on-rails/email,1.0
c#/oop/c++/.net,c#,1.0
c#,sql/mysql/database,0.0
wpf/c#/data-binding/.net,c#/wpf/data-binding,1.0
vb.net/asp.net/.net,asp.net/vb.net,1.0
ruby/asp.net,asp.net/css,0.5
java/hibernate,java/database/hibernate/oop,0.5
asp.net/c#,asp.net,1.0
c#,c#/.net,0.5
winforms/c#/.net,.net/winforms/data-binding/.net-3.5,0.5
asp.net,asp.net/web-services,0.5
c++,c++,1.0
c#,.net,0.0
iphone,iphone,1.0
c#,security,0.0
sql/mysql/sql-server/c#,sql/oracle,0.5
java/c#,java,1.0
apache,apache,1.0
linq-to-sql/c#/.net,.net/linq,0.5
c#/.net,c#/arrays,0.5
c#,regex/perl,0.0
actionscript-3/c#,flex/flash/actionscript-3,0.3333333333333333
reporting-services/web-services/sql-server,sql-server-2005,0.0
mysql,mysql,1.0
c#/.net,design,0.0
c#,delphi,0.0
java,java,1.0
security,security,1.0
java,java,1.0
debugging/c#,c++,0.0
c#,c#,1.0
iphone/objective-c,objective-c/cocoa,0.5
wpf/c#/.net,wpf/events,0.5
php,php/oop,0.5
c#,c#,1.0
ruby-on-rails/ruby,ruby-on-rails,1.0
java/macos,macos,1.0
c#/.net,c#,1.0
c#/c++/.net,c++/winapi,0.5
c#,c/performance,0.0
java,java,1.0
c#/.net,c#/windows,0.5
c#/multithreading/.net,c#/.net/multithreading,1.0
sharepoint,sharepoint,1.0
.net/c++/c#,.net,1.0
c#,regex,0.0
c#,c++/delphi,0.0
c#,c#/optimization,0.5
c#,java/user-interface/testing,0.0
javascript,javascript,1.0
sharepoint,c#/sharepoint,0.5
unit-testing/testing,visual-studio-2008,0.0
c++,c++,1.0
jquery/javascript,jquery,1.0
html,javascript,0.0
c#/asp.net/visual-studio,visual-studio-2008,0.0
c#,sharepoint,0.0
vb.net,vb.net,1.0
python,python,1.0
java,java,1.0
c#,sql,0.0
c#/.net,c#,1.0
php/mysql,php/mysql,1.0
c++/c#,c,0.0
regex/c#,regex,1.0
unix/java/windows,java/unix,1.0
c#,c#,1.0
html/css,html,1.0
c#/.net,c#,1.0
asp.net/javascript/iis,javascript,1.0
c#,linux,0.0
c#,database/language-agnostic,0.0
c#,objective-c,0.0
multithreading/debugging/.net,c#/visual-studio-2008/multithreading/debugging,0.5
iphone/cocoa-touch/objective-c,iphone/objective-c,1.0
linq/c#/.net/linq-to-sql,.net/linq/entity-framework,0.6666666666666666
python,python,1.0
.net/c#,.net/asp.net/visual-studio,0.3333333333333333
java/c#,java,1.0
c#,asp.net,0.0
asp.net-mvc/php/java,java/php/.net,0.6666666666666666
sharepoint,sharepoint,1.0
java/eclipse,java/eclipse,1.0
xml,xml,1.0
asp.net-mvc/svn,asp.net-mvc,1.0
asp.net/c#,asp.net,1.0
javascript/html,javascript,1.0
c#/.net,vb.net/winapi,0.0
c#,java/c++,0.0
svn/version-control,version-control,1.0
asp.net-mvc/asp.net,asp.net-mvc,1.0
css/javascript/html/jquery,javascript/html/css/internet-explorer,0.75
c#,c#/performance,0.5
macos,objective-c/macos/cocoa,0.3333333333333333
c#,html/css,0.0
asp.net/c#,c#/.net/asp.net,0.6666666666666666
c++/c#,c++,1.0
ruby-on-rails,ruby-on-rails,1.0
jquery/javascript,javascript/jquery,1.0
sql-server,sql-server,1.0
sql-server/sql-server-2005,sql-server-2005,1.0
eclipse/java,eclipse,1.0
c#,wpf,0.0
c#,c++/http,0.0
ruby-on-rails/java,ruby-on-rails/database,0.5
python,python/string,0.5
iphone/cocoa-touch/objective-c,iphone,1.0
security,security,1.0
c#,ruby-on-rails,0.0
c#/c++/.net,c++,1.0
hibernate/oracle/java,java/oracle/hibernate,1.0
bash/c#,unix,0.0
python/c#,python,1.0
asp.net/c#,asp.net,1.0
java,java/actionscript-3/http,0.3333333333333333
regex/c#,c#/parsing,0.5
parsing/c#,c#,1.0
c++/c#,c++/visual-studio,0.5
jquery,jquery,1.0
c#,.net/vb.net,0.0
apache/php,apache,1.0
c++,c++,1.0
jquery,javascript/jquery,0.5
sharepoint,sharepoint,1.0
python,python,1.0
sql-server/tsql/sql/sql-server-2005,c#/asp.net/sql-server/sql-server-2005/stored-procedures,0.4
javascript,html,0.0
iphone/cocoa-touch,iphone,1.0
iphone,iphone,1.0
java,java/c++,0.5
c#,c#/excel/events,0.3333333333333333
django/python,python/django,1.0
asp.net,asp.net/security,0.5
flex/actionscript-3,actionscript-3/user-interface,0.5
c#/winforms/.net,c#,1.0
java,java,1.0
c#,.net/c++/visual-studio,0.0
iphone,iphone/objective-c,0.5
c++,c++/file,0.5
web-services/c#/.net,web-services,1.0
perl/windows,windows/perl,1.0
c#/.net/linq-to-sql/linq,c#/.net/asp.net/linq-to-sql,0.75
wcf/.net,wcf,1.0
javascript,internet-explorer,0.0
java,java,1.0
css/html,html/css,1.0
svn,.net/svn,0.5
php,mysql,0.0
image,iis,0.0
iphone/cocoa-touch,iphone/objective-c/cocoa-touch,0.6666666666666666
c,c,1.0
css/asp.net,asp.net/css,1.0
mysql,mysql,1.0
arrays/c#,iphone,0.0
c#,c#/string/file,0.3333333333333333
c++/visual-studio/debugging/visual-c++,visual-studio,1.0
c/c++,c,1.0
user-interface/css/jquery,jquery/user-interface,1.0
excel/c#,c#/excel,1.0
c#,flex/flash/user-interface,0.0
ruby-on-rails,ruby-on-rails/ruby/forms,0.3333333333333333
java/c++,java,1.0
sql/sql-server/tsql,sql/sql-server/ms-access,0.6666666666666666
c#/.net,c#,1.0
c#/.net,c#/oop,0.5
jquery/javascript,jquery,1.0
visual-studio/.net,language-agnostic,0.0
c++,c++,1.0
css/javascript,css,1.0
jquery,javascript/jquery,0.5
wpf,c#/wpf,0.5
jquery/javascript,jquery,1.0
c/c#,c/unix,0.5
sql,c#/linq,0.0
vb.net/c#,vb.net,1.0
php,php,1.0
css/html/jquery/javascript,html/css,1.0
c#,c#/.net,0.5
sql-server/sql,sql-server-2005,0.0
sharepoint,sharepoint,1.0
php,php,1.0
wpf/c#,wpf,1.0
c#,javascript,0.0
flex,flex/actionscript-3,0.5
ruby,ruby/validation,0.5
asp.net/c#,vb.net,0.0
asp.net-mvc,asp.net-mvc,1.0
sql,sql-server/sql-server-2005,0.0
c#,iphone,0.0
c#/.net,c#/.net/nhibernate,0.6666666666666666
c#/.net,c#/visual-studio,0.5
javascript,javascript,1.0
asp.net/c#,c#/.net/asp.net/iis,0.5
c#/.net,sql,0.0
php/mysql/sql/sql-server,php/sql/mysql,1.0
java,java,1.0
exception/python/c#/java,python,1.0
xml/c#,c#/xml,1.0
c#/.net,database,0.0
c#,perl,0.0
java,java,1.0
django,python/django,0.5
eclipse/java,c++/eclipse,0.5
.net/c#,.net/performance,0.5
c#/.net,asp.net-mvc/linq,0.0
c#,user-interface,0.0
django/python,django,1.0
reporting-services/sql-server/sql,reporting-services,1.0
c#,vb.net,0.0
asp.net/c#/.net,c#/asp.net,1.0
c#/winforms/.net,vb.net,0.0
c#/wpf/data-binding,c#/wpf,1.0
python,python,1.0
ruby-on-rails,ruby-on-rails,1.0
unit-testing,unit-testing,1.0
oracle/sql,sql/oracle,1.0
c#,c#/.net/events,0.3333333333333333
c#,c#/performance,0.5
asp.net,asp.net,1.0
asp.net/iis/.net,asp.net/iis,1.0
windows/asp.net/internet-explorer/visual-studio/c#,asp.net,1.0
winforms/c#/.net,.net/winforms/performance,0.6666666666666666
javascript/asp.net/c#,asp.net/javascript,1.0
sharepoint,sharepoint,1.0
c#,regex/vb.net,0.0
windows,.net,0.0
database/php/sql,php/database,1.0
wpf/data-binding,wpf,1.0
iphone/c#,iphone,1.0
java,java,1.0
c#,winforms/delphi,0.0
sql-server,sql/sql-server/sql-server-2005/tsql/stored-procedures,0.2
string,php/string/parsing,0.3333333333333333
.net,asp.net,0.0
windows/c++,windows,1.0
c++,c++,1.0
linq/linq-to-sql/parsing/c#/entity-framework,.net/linq/entity-framework,0.6666666666666666
c#,c#/.net/image,0.3333333333333333
asp.net-mvc/asp.net,asp.net/asp.net-mvc,1.0
c#,c#/winforms/oop,0.3333333333333333
javascript/jquery,javascript,1.0
excel/silverlight/html,silverlight/excel,1.0
python,python,1.0
c#/.net/unit-testing,c#,1.0
ajax/asp.net-mvc/asp.net/javascript,asp.net-mvc/ajax,1.0
winforms/c#/.net/vb.net,vb.net/winforms/.net-3.5,0.6666666666666666
c#,c++,0.0
ms-access,c#/asp.net/ms-access,0.3333333333333333
java/eclipse,java,1.0
css/html,css,1.0
oop/c#,entity-framework,0.0
java,java,1.0
perl,perl,1.0
sql/sql-server,database/version-control,0.0
asp.net-mvc/validation/c#,asp.net-mvc/validation,1.0
database,database-design,0.0
web-services/reporting-services/.net,c#/windows,0.0
.net,c/winapi,0.0
jquery/javascript/html,javascript/jquery,1.0
c#,javascript,0.0
winforms/c#/.net,c#/winforms,1.0
svn,svn,1.0
perl/php,perl,1.0
c#,testing,0.0
java/web-services,java,1.0
c#,regex/string,0.0
c#,flash/actionscript-3,0.0
mysql/sql/database/php,sql,1.0
javascript/jquery/ajax,php/jquery/ajax/forms,0.5
c#,jquery/html/css,0.0
sharepoint,sharepoint,1.0
c#,c#/generics,0.5
bash/linux,bash,1.0
multithreading/c#/.net,c++,0.0
css/validation/html/asp.net-mvc,asp.net-mvc,1.0
sql-server,.net/linq-to-sql/tsql,0.0
c#,c++,0.0
c#,c#,1.0
mysql/database/php/sql,php/mysql,1.0
asp.net/ajax,asp.net/javascript,0.5
java,java,1.0
mysql,mysql/performance,0.5
c#/.net,.net/vb.net/visual-studio-2008,0.3333333333333333
c#,css,0.0
c,c,1.0
c#,delphi,0.0
c#,java,0.0
c#,asp.net,0.0
hibernate/java,java/hibernate,1.0
asp.net/c#,asp.net,1.0
events/flex,flex/actionscript-3,0.5
c#/javascript/actionscript-3,xml/parsing,0.0
c#/.net,oop,0.0
c#,php,0.0
c#/.net,c#/.net,1.0
c++/c#,c++,1.0
algorithm,algorithm,1.0
ajax,html/ajax/apache/http,0.25
c#,java,0.0
ruby-on-rails/ruby,ruby-on-rails,1.0
eclipse/unit-testing/java,python/unit-testing,0.5
c/algorithm,arrays/string,0.0
python,python,1.0
php,php/sql/mysql,0.3333333333333333
firefox/css/html,css/html,1.0
c++,python,0.0
c++,objective-c/cocoa,0.0
c#,email,0.0
php/mysql,php/sql/mysql,0.6666666666666666
c#,unix,0.0
php,php,1.0
c#/c++/.net,c#,1.0
c#/.net,.net,1.0
debugging/c#,c#/visual-studio-2008/debugging,0.6666666666666666
php,php/database,0.5
c#,visual-studio-2008,0.0
css/jquery/html/javascript,jquery/css,1.0
linux,linux,1.0
php,php,1.0
c#,sql-server/tsql/reporting-services,0.0
c#,c#,1.0
c#,sql/database,0.0
asp.net/asp.net-mvc,asp.net-mvc/security,0.5
perl/windows/user-interface,windows/perl/user-interface,1.0
c#,c++,0.0
windows/.net,windows/linux/user-interface,0.3333333333333333
iphone,iphone,1.0
c#,sql-server/windows/database,0.0
java/eclipse,java/eclipse,1.0
java,java,1.0
c#,xml,0.0
flash,flash,1.0
jquery/javascript/html/css/ajax,jquery/css,1.0
ruby-on-rails/ruby,ruby-on-rails/ruby/windows,0.6666666666666666
java,java,1.0
asp.net/c#/.net,asp.net,1.0
sharepoint/c#,sharepoint,1.0
c#,c#/.net,0.5
.net/c#,c#,1.0
java/hibernate,mysql/hibernate,0.5
iphone/objective-c/cocoa-touch,iphone/objective-c/cocoa-touch,1.0
css/html/jquery,css/html,1.0
c#,perl/testing,0.0
ajax/php/javascript/jquery,php/ajax/forms,0.6666666666666666
asp.net,asp.net,1.0
ruby-on-rails/c#,c#/.net,0.5
flash/actionscript-3,flash,1.0
css/html,css/html,1.0
asp.net-mvc/iphone,java,0.0
python/xml/c#,python,1.0
c#,ms-access,0.0
iphone/cocoa-touch,iphone,1.0
perl,regex/perl,0.5
regex/javascript/string,javascript/regex/string,1.0
wpf/c#/.net,c#/wpf,1.0
c#,c#,1.0
jquery/php/javascript,javascript/jquery/html,0.6666666666666666
asp.net,asp.net/iis,0.5
visual-studio/.net/visual-studio-2008,c#/.net/visual-studio,0.6666666666666666
iphone,iphone,1.0
java/eclipse/xml,java/xml/eclipse,1.0
jquery/javascript,jquery,1.0
jquery/javascript,jquery,1.0
c#,entity-framework,0.0
iphone/cocoa-touch/objective-c,iphone,1.0
c#,c#/.net,0.5
